Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
28,813C804002,3AD,AAF4,3B5,0000,000,FFF4,0000,084,01003C
3C,8143204002,3AD,AAF4,3B5,0000,000,FFF4,0000,084,010043
43,8146104002,3AD,AAF4,3B5,0000,000,FFF4,0000,084,010044
44,0010C09001,3AD,AAF4,3B5,0000,000,FFF4,0000,084,010045
45,80C4101040,3AD,AAF4,3B5,0000,000,FFF4,0000,084,0100C4
C4,80DE801040,3AD,AAF4,3B5,0000,000,FFF4,0000,084,0100C5
C5,8001401040,3AD,AAF4,3B5,0000,000,FFF4,0000,084,010001
01,00A0009004,3AD,AAF4,3AD,0000,000,03AD,0000,084,010002
02,0104009420,3AE,AAF4,3AD,F003,000,03AD,0000,084,010003
03,0002009001,3AE,F003,3AD,F003,000,03AD,0000,084,010004
04,8109804002,3AE,F003,3AD,F003,000,03AD,0000,084,010009
09,800C404002,3AE,F003,3AD,F003,000,03AD,0000,084,01000A
0A,800C204002,3AE,F003,3AD,F003,000,03AD,0000,084,01000B
0B,8157104002,3AE,F003,3AD,F003,000,03AD,0000,084,010057
57,8171084002,3AE,F003,3AD,F003,000,03AD,0000,084,010058
58,8166044002,3AE,F003,3AD,F003,000,03AD,0000,084,010059
59,8161024002,3AE,F003,3AD,F003,000,03AD,0000,084,01005A
5A,815F014002,3AE,F003,3AD,F003,000,03AD,0000,084,01005B
5B,80C4041040,3AE,F003,3AD,F003,000,03AD,0000,084,01005C
5C,0020011002,3AE,F003,3AD,F003,000,0003,0000,084,01005D
5D,0004009024,3B1,F003,3AD,F003,000,0003,0000,084,01005E
5E,80C4101040,3B1,F003,3AD,F003,000,0003,0000,084,0100C4
C4,80DE801040,3B1,F003,3AD,F003,000,0003,0000,084,0100C5
C5,8001401040,3B1,F003,3AD,F003,000,0003,0000,084,010001
01,00A0009004,3B1,F003,3B1,F003,000,03B1,0000,084,010002
02,0104009420,3B2,F003,3B1,83A2,000,03B1,0000,084,010003
03,0002009001,3B2,83A2,3B1,83A2,000,03B1,0000,084,010004
04,8109804002,3B2,83A2,3B1,83A2,000,03B1,0000,084,010009
09,800C404002,3B2,83A2,3B1,83A2,000,03B1,0000,084,01000C
0C,8024084002,3B2,83A2,3B1,83A2,000,03B1,0000,084,010024
24,8026804002,3B2,83A2,3B1,83A2,000,03B1,0000,084,010025
25,814A404002,3B2,83A2,3B1,83A2,000,03B1,0000,084,010026
26,0080009001,3B2,83A2,3A2,83A2,000,03B1,0000,084,010027
27,0100000000,3B2,83A2,3A2,0003,000,03B1,0000,084,010028
28,813C804002,3B2,83A2,3A2,0003,000,03B1,0000,084,01003C
3C,8143204002,3B2,83A2,3A2,0003,000,03B1,0000,084,01003D
3D,81E0104002,3B2,83A2,3A2,0003,000,03B1,0000,084,01003E
3E,0001009201,3B2,83A2,3A2,0002,000,03B1,0000,084,01003F
3F,0220009201,3B2,83A2,3A2,0002,000,0001,0000,084,010040
40,80C4804020,3B2,83A2,3A2,0002,000,0001,0000,084,0100C4
C4,80DE801040,3B2,83A2,3A2,0002,000,0001,0000,084,0100C5
C5,8001401040,3B2,83A2,3A2,0002,000,0001,0000,084,010001
01,00A0009004,3B2,83A2,3B2,0002,000,03B2,0000,084,010002
02,0104009420,3B3,83A2,3B2,CEF9,000,03B2,0000,084,010003
03,0002009001,3B3,CEF9,3B2,CEF9,000,03B2,0000,084,010004
04,8109804002,3B3,CEF9,3B2,CEF9,000,03B2,0000,084,010009
09,800C404002,3B3,CEF9,3B2,CEF9,000,03B2,0000,084,01000A
0A,800C204002,3B3,CEF9,3B2,CEF9,000,03B2,0000,084,01000C
0C,8024084002,3B3,CEF9,3B2,CEF9,000,03B2,0000,084,01000D
0D,0020011002,3B3,CEF9,3B2,CEF9,000,FFF9,0000,084,01000E
0E,811C044002,3B3,CEF9,3B2,CEF9,000,FFF9,0000,084,01001C
1C,8120024002,3B3,CEF9,3B2,CEF9,000,FFF9,0000,084,010020
20,8023014002,3B3,CEF9,3B2,CEF9,000,FFF9,0000,084,010023
23,0001009024,3B3,CEF9,3B2,03AC,000,FFF9,0000,084,010024
24,8026804002,3B3,CEF9,3B2,03AC,000,FFF9,0000,084,010025
25,814A404002,3B3,CEF9,3B2,03AC,000,FFF9,0000,084,01004A
4A,8153204002,3B3,CEF9,3B2,03AC,000,FFF9,0000,084,01004B
4B,814E104002,3B3,CEF9,3B2,03AC,000,FFF9,0000,084,01004C
4C,0004009001,3AC,CEF9,3B2,03AC,000,FFF9,0000,084,01004D
4D,80C4101040,3AC,CEF9,3B2,03AC,000,FFF9,0000,084,0100C4
C4,80DE801040,3AC,CEF9,3B2,03AC,000,FFF9,0000,084,0100C5
C5,8001401040,3AC,CEF9,3B2,03AC,000,FFF9,0000,084,010001
01,00A0009004,3AC,CEF9,3AC,03AC,000,03AC,0000,084,010002
02,0104009420,3AD,CEF9,3AC,AAF4,000,03AC,0000,084,010003
03,0002009001,3AD,AAF4,3AC,AAF4,000,03AC,0000,084,010004
04,8109804002,3AD,AAF4,3AC,AAF4,000,03AC,0000,084,010009
09,800C404002,3AD,AAF4,3AC,AAF4,000,03AC,0000,084,01000C
0C,8024084002,3AD,AAF4,3AC,AAF4,000,03AC,0000,084,01000D
0D,0020011002,3AD,AAF4,3AC,AAF4,000,FFF4,0000,084,01000E
0E,811C044002,3AD,AAF4,3AC,AAF4,000,FFF4,0000,084,01000F
0F,0080009024,3AD,AAF4,3A1,AAF4,000,FFF4,0000,084,010010
10,0100000000,3AD,AAF4,3A1,03B6,000,FFF4,0000,084,010011
11,8114024002,3AD,AAF4,3A1,03B6,000,FFF4,0000,084,010014
14,8119014002,3AD,AAF4,3A1,03B6,000,FFF4,0000,084,010015
15,0001009401,3AD,AAF4,3A1,03B7,000,FFF4,0000,084,010016
16,0200000000,3AD,AAF4,3A1,03B7,000,FFF4,0000,084,010017
17,0001009201,3AD,AAF4,3A1,03B6,000,FFF4,0000,084,010018
18,8024101040,3AD,AAF4,3A1,03B6,000,FFF4,0000,084,010024
24,8026804002,3AD,AAF4,3A1,03B6,000,FFF4,0000,084,010025
25,814A404002,3AD,AAF4,3A1,03B6,000,FFF4,0000,084,010026
26,0080009001,3AD,AAF4,3B6,03B6,000,FFF4,0000,084,010027
27,0100000000,3AD,AAF4,3B6,F000,000,FFF4,0000,084,010028
28,813C804002,3AD,AAF4,3B6,F000,000,FFF4,0000,084,01003C
3C,8143204002,3AD,AAF4,3B6,F000,000,FFF4,0000,084,010043
43,8146104002,3AD,AAF4,3B6,F000,000,FFF4,0000,084,010044
44,0010C09001,3AD,AAF4,3B6,F000,000,FFF4,F000,088,100045
45,80C4101040,3AD,AAF4,3B6,F000,000,FFF4,F000,088,1000C4
C4,80DE801040,3AD,AAF4,3B6,F000,000,FFF4,F000,088,1000C5
C5,8001401040,3AD,AAF4,3B6,F000,000,FFF4,F000,088,100001
01,00A0009004,3AD,AAF4,3AD,F000,000,03AD,F000,088,100002
02,0104009420,3AE,AAF4,3AD,F003,000,03AD,F000,088,100003
03,0002009001,3AE,F003,3AD,F003,000,03AD,F000,088,100004
04,8109804002,3AE,F003,3AD,F003,000,03AD,F000,088,100009
09,800C404002,3AE,F003,3AD,F003,000,03AD,F000,088,10000A
0A,800C204002,3AE,F003,3AD,F003,000,03AD,F000,088,10000B
0B,8157104002,3AE,F003,3AD,F003,000,03AD,F000,088,100057
57,8171084002,3AE,F003,3AD,F003,000,03AD,F000,088,100058
58,8166044002,3AE,F003,3AD,F003,000,03AD,F000,088,100059
59,8161024002,3AE,F003,3AD,F003,000,03AD,F000,088,10005A
5A,815F014002,3AE,F003,3AD,F003,000,03AD,F000,088,10005B
5B,80C4041040,3AE,F003,3AD,F003,000,03AD,F000,088,1000C4
C4,80DE801040,3AE,F003,3AD,F003,000,03AD,F000,088,1000C5
C5,8001401040,3AE,F003,3AD,F003,000,03AD,F000,088,100001
01,00A0009004,3AE,F003,3AE,F003,000,03AE,F000,088,100002
02,0104009420,3AF,F003,3AE,7EF4,000,03AE,F000,088,100003
03,0002009001,3AF,7EF4,3AE,7EF4,000,03AE,F000,088,100004
04,8109804002,3AF,7EF4,3AE,7EF4,000,03AE,F000,088,100005
05,810C404002,3AF,7EF4,3AE,7EF4,000,03AE,F000,088,10000C
0C,8024084002,3AF,7EF4,3AE,7EF4,000,03AE,F000,088,10000D
0D,0020011002,3AF,7EF4,3AE,7EF4,000,FFF4,F000,088,10000E
0E,811C044002,3AF,7EF4,3AE,7EF4,000,FFF4,F000,088,10001C
1C,8120024002,3AF,7EF4,3AE,7EF4,000,FFF4,F000,088,100020
20,8023014002,3AF,7EF4,3AE,7EF4,000,FFF4,F000,088,100023
23,0001009024,3AF,7EF4,3AE,03A3,000,FFF4,F000,088,100024
24,8026804002,3AF,7EF4,3AE,03A3,000,FFF4,F000,088,100026
26,0080009001,3AF,7EF4,3A3,03A3,000,FFF4,F000,088,100027
27,0100000000,3AF,7EF4,3A3,8000,000,FFF4,F000,088,100028
28,813C804002,3AF,7EF4,3A3,8000,000,FFF4,F000,088,100029
29,8130404002,3AF,7EF4,3A3,8000,000,FFF4,F000,088,100030
30,8137204002,3AF,7EF4,3A3,8000,000,FFF4,F000,088,100037
37,813A104002,3AF,7EF4,3A3,8000,000,FFF4,F000,088,10003A
3A,0000E09511,3AF,7EF4,3A3,8000,000,FFF4,F000,081,00013B
3B,80C4101040,3AF,7EF4,3A3,8000,000,FFF4,F000,081,0001C4
C4,80DE801040,3AF,7EF4,3A3,8000,000,FFF4,F000,081,0001C5
C5,8001401040,3AF,7EF4,3A3,8000,000,FFF4,F000,081,000101
01,00A0009004,3AF,7EF4,3AF,8000,000,03AF,F000,081,000102
02,0104009420,3B0,7EF4,3AF,F801,000,03AF,F000,081,000103
03,0002009001,3B0,F801,3AF,F801,000,03AF,F000,081,000104
04,8109804002,3B0,F801,3AF,F801,000,03AF,F000,081,000109
09,800C404002,3B0,F801,3AF,F801,000,03AF,F000,081,00010A
0A,800C204002,3B0,F801,3AF,F801,000,03AF,F000,081,00010B
0B,8157104002,3B0,F801,3AF,F801,000,03AF,F000,081,000157
57,8171084002,3B0,F801,3AF,F801,000,03AF,F000,081,000171
71,81E0044002,3B0,F801,3AF,F801,000,03AF,F000,081,000172
72,81E0024002,3B0,F801,3AF,F801,000,03AF,F000,081,000173
73,8176014002,3B0,F801,3AF,F801,000,03AF,F000,081,000174
74,806D081040,3B0,F801,3AF,F801,000,03AF,F000,081,00016D
6D,815C021040,3B0,F801,3AF,F801,000,03AF,F000,081,00016E
6E,80C4101040,3B0,F801,3AF,F801,000,03AF,F000,081,0001C4
C4,80DE801040,3B0,F801,3AF,F801,000,03AF,F000,081,0001C5
C5,8001401040,3B0,F801,3AF,F801,000,03AF,F000,081,000101
01,00A0009004,3B0,F801,3B0,F801,000,03B0,F000,081,000102
02,0104009420,3B1,F801,3B0,EEF2,000,03B0,F000,081,000103
03,0002009001,3B1,EEF2,3B0,EEF2,000,03B0,F000,081,000104
04,8109804002,3B1,EEF2,3B0,EEF2,000,03B0,F000,081,000109
09,800C404002,3B1,EEF2,3B0,EEF2,000,03B0,F000,081,00010A
0A,800C204002,3B1,EEF2,3B0,EEF2,000,03B0,F000,081,00010B
0B,8157104002,3B1,EEF2,3B0,EEF2,000,03B0,F000,081,00010C
0C,8024084002,3B1,EEF2,3B0,EEF2,000,03B0,F000,081,00010D
0D,0020011002,3B1,EEF2,3B0,EEF2,000,FFF2,F000,081,00010E
0E,811C044002,3B1,EEF2,3B0,EEF2,000,FFF2,F000,081,00011C
1C,8120024002,3B1,EEF2,3B0,EEF2,000,FFF2,F000,081,000120
20,8023014002,3B1,EEF2,3B0,EEF2,000,FFF2,F000,081,000123
23,0001009024,3B1,EEF2,3B0,03A3,000,FFF2,F000,081,000124
24,8026804002,3B1,EEF2,3B0,03A3,000,FFF2,F000,081,000125
25,814A404002,3B1,EEF2,3B0,03A3,000,FFF2,F000,081,00014A
4A,8153204002,3B1,EEF2,3B0,03A3,000,FFF2,F000,081,000153
53,0080009001,3B1,EEF2,3A3,03A3,000,FFF2,F000,081,000154
54,0001009010,3B1,EEF2,3A3,F000,000,FFF2,F000,081,000155
55,0200000000,3B1,EEF2,3A3,F000,000,FFF2,F000,081,000156
56,80C4101040,3B1,EEF2,3A3,F000,000,FFF2,F000,081,0001C4
C4,80DE801040,3B1,EEF2,3A3,F000,000,FFF2,F000,081,0001C5
C5,8001401040,3B1,EEF2,3A3,F000,000,FFF2,F000,081,000101
01,00A0009004,3B1,EEF2,3B1,F000,000,03B1,F000,081,000102
02,0104009420,3B2,EEF2,3B1,83A2,000,03B1,F000,081,000103
03,0002009001,3B2,83A2,3B1,83A2,000,03B1,F000,081,000104
04,8109804002,3B2,83A2,3B1,83A2,000,03B1,F000,081,000109
09,800C404002,3B2,83A2,3B1,83A2,000,03B1,F000,081,00010C
0C,8024084002,3B2,83A2,3B1,83A2,000,03B1,F000,081,000124
24,8026804002,3B2,83A2,3B1,83A2,000,03B1,F000,081,000125
25,814A404002,3B2,83A2,3B1,83A2,000,03B1,F000,081,000126
26,0080009001,3B2,83A2,3A2,83A2,000,03B1,F000,081,000127
27,0100000000,3B2,83A2,3A2,0002,000,03B1,F000,081,000128
28,813C804002,3B2,83A2,3A2,0002,000,03B1,F000,081,00013C
3C,8143204002,3B2,83A2,3A2,0002,000,03B1,F000,081,00013D
3D,81E0104002,3B2,83A2,3A2,0002,000,03B1,F000,081,00013E
3E,0001009201,3B2,83A2,3A2,0001,000,03B1,F000,081,00013F
3F,0220009201,3B2,83A2,3A2,0001,000,0000,F000,081,000140
40,80C4804020,3B2,83A2,3A2,0001,000,0000,F000,081,0001C4
C4,80DE801040,3B2,83A2,3A2,0001,000,0000,F000,081,0001C5
C5,8001401040,3B2,83A2,3A2,0001,000,0000,F000,081,000101
01,00A0009004,3B2,83A2,3B2,0001,000,03B2,F000,081,000102
02,0104009420,3B3,83A2,3B2,CEF9,000,03B2,F000,081,000103
03,0002009001,3B3,CEF9,3B2,CEF9,000,03B2,F000,081,000104
04,8109804002,3B3,CEF9,3B2,CEF9,000,03B2,F000,081,000109
09,800C404002,3B3,CEF9,3B2,CEF9,000,03B2,F000,081,00010A
0A,800C204002,3B3,CEF9,3B2,CEF9,000,03B2,F000,081,00010C
0C,8024084002,3B3,CEF9,3B2,CEF9,000,03B2,F000,081,00010D
0D,0020011002,3B3,CEF9,3B2,CEF9,000,FFF9,F000,081,00010E
0E,811C044002,3B3,CEF9,3B2,CEF9,000,FFF9,F000,081,00011C
1C,8120024002,3B3,CEF9,3B2,CEF9,000,FFF9,F000,081,000120
20,8023014002,3B3,CEF9,3B2,CEF9,000,FFF9,F000,081,000123
23,0001009024,3B3,CEF9,3B2,03AC,000,FFF9,F000,081,000124
24,8026804002,3B3,CEF9,3B2,03AC,000,FFF9,F000,081,000125
25,814A404002,3B3,CEF9,3B2,03AC,000,FFF9,F000,081,00014A
4A,8153204002,3B3,CEF9,3B2,03AC,000,FFF9,F000,081,00014B
4B,814E104002,3B3,CEF9,3B2,03AC,000,FFF9,F000,081,00014C
4C,0004009001,3AC,CEF9,3B2,03AC,000,FFF9,F000,081,00014D
4D,80C4101040,3AC,CEF9,3B2,03AC,000,FFF9,F000,081,0001C4
C4,80DE801040,3AC,CEF9,3B2,03AC,000,FFF9,F000,081,0001C5
C5,8001401040,3AC,CEF9,3B2,03AC,000,FFF9,F000,081,000101
01,00A0009004,3AC,CEF9,3AC,03AC,000,03AC,F000,081,000102
02,0104009420,3AD,CEF9,3AC,AAF4,000,03AC,F000,081,000103
03,0002009001,3AD,AAF4,3AC,AAF4,000,03AC,F000,081,000104
04,8109804002,3AD,AAF4,3AC,AAF4,000,03AC,F000,081,000109
09,800C404002,3AD,AAF4,3AC,AAF4,000,03AC,F000,081,00010C
0C,8024084002,3AD,AAF4,3AC,AAF4,000,03AC,F000,081,00010D
0D,0020011002,3AD,AAF4,3AC,AAF4,000,FFF4,F000,081,00010E
0E,811C044002,3AD,AAF4,3AC,AAF4,000,FFF4,F000,081,00010F
0F,0080009024,3AD,AAF4,3A1,AAF4,000,FFF4,F000,081,000110
10,0100000000,3AD,AAF4,3A1,03B7,000,FFF4,F000,081,000111
11,8114024002,3AD,AAF4,3A1,03B7,000,FFF4,F000,081,000114
14,8119014002,3AD,AAF4,3A1,03B7,000,FFF4,F000,081,000115
15,0001009401,3AD,AAF4,3A1,03B8,000,FFF4,F000,081,000116
16,0200000000,3AD,AAF4,3A1,03B8,000,FFF4,F000,081,000117
17,0001009201,3AD,AAF4,3A1,03B7,000,FFF4,F000,081,000118
18,8024101040,3AD,AAF4,3A1,03B7,000,FFF4,F000,081,000124
24,8026804002,3AD,AAF4,3A1,03B7,000,FFF4,F000,081,000125
25,814A404002,3AD,AAF4,3A1,03B7,000,FFF4,F000,081,000126
26,0080009001,3AD,AAF4,3B7,03B7,000,FFF4,F000,081,000127
27,0100000000,3AD,AAF4,3B7,0000,000,FFF4,F000,081,000128
28,813C804002,3AD,AAF4,3B7,0000,000,FFF4,F000,081,00013C
3C,8143204002,3AD,AAF4,3B7,0000,000,FFF4,F000,081,000143
43,8146104002,3AD,AAF4,3B7,0000,000,FFF4,F000,081,000144
44,0010C09001,3AD,AAF4,3B7,0000,000,FFF4,0000,085,010145
45,80C4101040,3AD,AAF4,3B7,0000,000,FFF4,0000,085,0101C4
C4,80DE801040,3AD,AAF4,3B7,0000,000,FFF4,0000,085,0101C5
C5,8001401040,3AD,AAF4,3B7,0000,000,FFF4,0000,085,010101
01,00A0009004,3AD,AAF4,3AD,0000,000,03AD,0000,085,010102
02,0104009420,3AE,AAF4,3AD,F003,000,03AD,0000,085,010103
03,0002009001,3AE,F003,3AD,F003,000,03AD,0000,085,010104
04,8109804002,3AE,F003,3AD,F003,000,03AD,0000,085,010109
09,800C404002,3AE,F003,3AD,F003,000,03AD,0000,085,01010A
0A,800C204002,3AE,F003,3AD,F003,000,03AD,0000,085,01010B
0B,8157104002,3AE,F003,3AD,F003,000,03AD,0000,085,010157
57,8171084002,3AE,F003,3AD,F003,000,03AD,0000,085,010158
58,8166044002,3AE,F003,3AD,F003,000,03AD,0000,085,010159
59,8161024002,3AE,F003,3AD,F003,000,03AD,0000,085,01015A
5A,815F014002,3AE,F003,3AD,F003,000,03AD,0000,085,01015B
5B,80C4041040,3AE,F003,3AD,F003,000,03AD,0000,085,01015C
5C,0020011002,3AE,F003,3AD,F003,000,0003,0000,085,01015D
5D,0004009024,3B1,F003,3AD,F003,000,0003,0000,085,01015E
5E,80C4101040,3B1,F003,3AD,F003,000,0003,0000,085,0101C4
C4,80DE801040,3B1,F003,3AD,F003,000,0003,0000,085,0101C5
C5,8001401040,3B1,F003,3AD,F003,000,0003,0000,085,010101
01,00A0009004,3B1,F003,3B1,F003,000,03B1,0000,085,010102
02,0104009420,3B2,F003,3B1,83A2,000,03B1,0000,085,010103
03,0002009001,3B2,83A2,3B1,83A2,000,03B1,0000,085,010104
04,8109804002,3B2,83A2,3B1,83A2,000,03B1,0000,085,010109
09,800C404002,3B2,83A2,3B1,83A2,000,03B1,0000,085,01010C
0C,8024084002,3B2,83A2,3B1,83A2,000,03B1,0000,085,010124
24,8026804002,3B2,83A2,3B1,83A2,000,03B1,0000,085,010125
25,814A404002,3B2,83A2,3B1,83A2,000,03B1,0000,085,010126
26,0080009001,3B2,83A2,3A2,83A2,000,03B1,0000,085,010127
27,0100000000,3B2,83A2,3A2,0001,000,03B1,0000,085,010128
28,813C804002,3B2,83A2,3A2,0001,000,03B1,0000,085,01013C
3C,8143204002,3B2,83A2,3A2,0001,000,03B1,0000,085,01013D
3D,81E0104002,3B2,83A2,3A2,0001,000,03B1,0000,085,01013E
3E,0001009201,3B2,83A2,3A2,0000,000,03B1,0000,085,01013F
3F,0220009201,3B2,83A2,3A2,0000,000,FFFF,0000,085,010140
40,80C4804020,3B2,83A2,3A2,0000,000,FFFF,0000,085,010141
41,0004009404,3B3,83A2,3A2,0000,000,FFFF,0000,085,010142
42,80C4101040,3B3,83A2,3A2,0000,000,FFFF,0000,085,0101C4
C4,80DE801040,3B3,83A2,3A2,0000,000,FFFF,0000,085,0101C5
C5,8001401040,3B3,83A2,3A2,0000,000,FFFF,0000,085,010101
01,00A0009004,3B3,83A2,3B3,0000,000,03B3,0000,085,010102
02,0104009420,3B4,83A2,3B3,0100,000,03B3,0000,085,010103
03,0002009001,3B4,0100,3B3,0100,000,03B3,0000,085,010104
